num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,score_class,,
107,88,190,137000,15988876,26236,137712,110,459,0,0,,
34,94,36,13000,13801755,23928,15183,100,828,0,1,,
151,117,20,11000,13987482,58957,15713,91,904,0,0,,
289,95,4,788,14291570,82082,1414,236,447,10000,0,,
76,99,272,1000,12181484,26390,1189,176,87,713,0,,
150,96,83,26000,13630226,112516,30541,223,968,0,0,,
67,98,11000,1000,13383737,29385,4302,86,979,979,1,,
36,123,6,541,13391174,5796,908,177,249,0,0,,
149,101,176,3000,12987647,24019,3431,199,268,983,1,,
156,102,563,12000,12469811,69172,13156,316,442,0,1,,
64,94,394,922,12398628,21542,2880,88,855,977,0,,
210,102,192,346,13214030,60516,500,147,41,0,1,,
113,108,212,969,12232937,22823,2799,113,794,0,0,,
390,116,198,17000,12134420,92237,20258,366,1000,25000,1,,
5,93,18,400,11784000,6701,1151,26,220,444,0,,
248,102,1000,734,11169531,79855,1778,235,563,0,0,,
137,103,350,5000,11034436,13505,5637,180,378,0,1,,
214,115,214,14000,12626905,32567,27214,106,12000,0,0,,
104,96,11000,11000,10569071,35586,11867,131,474,0,1,,
81,98,4,2000,10544143,16372,4843,121,1000,311,0,,
175,101,53,14000,13650738,61360,16926,129,1000,25000,1,,
20,106,277,22000,10555348,17349,24887,42,2000,855,0,,
69,101,11000,1000,9714482,30083,1614,140,612,0,1,,
168,87,0,22000,8579684,89547,24324,199,557,0,1,,
166,111,0,856,9525276,60156,3309,299,742,0,1,,
160,99,52,22000,8855646,49855,23409,117,1000,10000,1,,
32,88,84,650,9109322,25371,1343,129,384,0,0,,
72,83,10,688,8326035,21933,1019,76,99,676,0,,
53,91,10,716,8104069,9785,2700,26,537,233,0,,
76,108,54,786,8054280,6838,2730,117,567,924,0,,
15,154,189,683,48468407.53,3454,2172,64,641,548,1,,
401,148,0,204,8093318,61935,707,242,178,18000,1,,
31,77,3,787,7382993,3851,2185,114,690,346,0,,
65,110,9,997,8888355,7894,3177,25,941,0,0,,
26,42,686.509212,1000,48468407.53,15612,2240,29,440,0,1,,
45,83,119,885,7001720,8560,2907,205,816,797,0,,
260,107,0,2000,7268659,59248,2848,164,749,48000,0,,
129,100,17,669,6852144,15169,1267,213,429,0,0,,
58,87,29,1000,6563357,18571,4218,120,794,847,0,,
103,154,608,1000,6201757,10037,1690,202,452,608,1,,
45,106,38,1000,6420319,15978,5705,122,1000,15000,1,,
345,99,0,13000,5702083,80617,23755,190,10000,36000,1,,
232,100,0,21000,5480996,89383,39507,293,18000,0,1,,
116,116,150,18000,6002756,24997,21200,75,1000,13000,1,,
148,94,892,310,5132655,37626,838,521,294,1000,0,,
79,111,650,690,5205343,11958,1573,39,224,1000,0,,
167,100,143,829,5005883,29649,2295,361,681,0,0,,
350,125,78,1000,5749134,45799,3979,180,969,0,1,,
25,114,329,1000,48468407.53,6904,3493,102,912,971,1,,
99,119,18,20,4234040,14301,64,45,18,0,1,,
231,135,162,23000,4001121,48346,36398,230,13000,0,1,,
119,93,19,15000,3749061,28629,30134,113,13000,0,0,,
182,114,0,975,3519627,41737,3014,105,877,0,1,,
245,124,0,22000,3081925,55842,24732,274,1000,13000,1,,
174,134,6000,893,2298191,221552,2710,570,851,11000,1,,
69,114,22,572,2353728,4293,1776,53,548,235,1,,
26,124,42,801,2000000,2998,1462,74,174,1000,0,,
168,104,214,1000,1900725,43205,2129,232,509,0,1,,
27,118,14,2000,2246000,2302,3384,20,769,0,1,,
28,80,121,836,1646664,4518,2467,66,624,241,0,,
146,107,110,23000,1190018,261317,25088,1137,876,20000,1,,
67,125,55,991,1027749,8087,1003,33,10,1000,1,,
93,115,115,9000,882710,16215,11433,138,1000,401,0,,
28,88,12,979,1064277,14015,1978,83,532,831,1,,
131,122,11000,11000,531009,7976,22319,61,11000,0,0,,
105,103,78,488,410388,13727,991,79,336,973,1,,
21,101,25,18000,375474,2613,20354,46,723,445,0,,
140,101,46,33000,578382,41249,39515,67,4000,0,0,,
9,107,58,699,305070,3843,1592,25,533,399,0,,
83,86,0,46,206678,11391,82,66,33,1000,1,,
8,118,8,106,146072,7147,182,16,56,136,0,,
138,107,14,403,1183354,13026,1577,75,368,0,0,,
42,100,3,14000,121972,9868,15612,81,506,217,0,,
140.194272,30,686.509212,310,48468407.53,18,344,272.770808,11,0,1,,
92,110,278,3000,263365,6147,3785,36,602,0,0,,
140,106,448,9000,54734,20821,10982,62,750,0,0,,
140.194272,7,23,344,48468407.53,118,726,272.770808,281,30,0,,
29,102,10,483,48468407.53,5154,1113,29,472,314,0,,
29,98,5,18000,48468407.53,25450,20472,118,867,0,1,,
39,83,0,12000,48468407.53,5203,15680,11,857,1000,0,,
2,153,0,109,48468407.53,102,164,1,36,58,1,,
2,98,2,729,48468407.53,50,1092,3,282,70,0,,
140.194272,105,23,22000,48468407.53,178,27425,1,2000,0,1,,
64,96,160,14000,48468407.53,21833,17957,101,1000,0,0,,
120,105,17,12000,48468407.53,43879,16355,133,991,11000,0,,
143,125,43,2000,8047690,77656,2608,220,594,0,1,,
160,184,34,486,476270,29602,1601,110,471,0,1,,
92,236,0,933,184208848,186485,2398,382,839,0,1,,
286,97,52,3000,100292856,160418,5547,296,957,16000,0,,
43,113,17,14000,58571513,30213,15914,112,599,0,1,,
69,95,15,1000,51431160,62861,3092,232,852,0,0,,
242,103,0,611,103001286,222018,1212,869,422,11000,1,,
149,91,17,1000,41867960,65512,3023,478,795,0,0,,
253,146,0,888,48468407.53,610333,2560,1320,629,37000,1,,
198,116,0,1000,210609762,732212,3230,809,690,39000,1,,
147,93,37,885,40846082,45317,2872,536,828,0,0,,
36,113,0,607,51697449,8346,1465,59,269,1000,0,,
6,90,97,731,48468407.53,60,2374,6,634,1000,0,,
181,101,8,544,27758465,77987,1292,120,449,0,0,,
97,95,189,500,56127162,57479,2020,205,308,0,0,,
167,109,93,31000,1357042,53977,35561,125,3000,14000,1,,
140.194272,43,686.509212,341,48468407.53,29,1462,272.770808,230,0,1,,
47,85,2,1000,15911333,2855,2429,119,539,663,0,,
308,101,42,991,39103378,93272,2609,251,894,0,1,,
246,125,6000,17,10049886,417971,44,902,10,28000,1,,
23,118,0,483,48468407.53,1904,635,12,91,332,0,,
29,132,79,14000,8600000,17982,28094,95,12000,1000,1,,
252,131,33,876,21483154,98741,1985,236,526,53000,1,,
102,129,51,948,8396942,72715,4324,103,822,0,1,,
134,100,14,3000,12561,71276,4094,181,547,13000,0,,
30,172,75,617,48468407.53,6156,1131,91,134,560,1,,
136,97,31,2000,6923891,43867,5519,83,2000,0,0,,
102,121,33,1000,5308553,5147,3260,37,919,0,0,,
10,92,22,2,2119994,1153,2,15,0,238,0,,
31,116,500,12000,1292527,3536,14579,44,1000,228,0,,
63,110,44,8000,560512,550,8972,3,691,599,1,,
220,90,15,87000,64255243,80903,120797,518,17000,0,0,,
241,81,0,12000,22245861,143251,25489,710,11000,0,1,,
252,97,0,654,20433940,78883,1876,662,529,0,0,,
23,107,15,82,48468407.53,625,151,4,39,124,0,,
156,118,0,40000,10562387,213226,43105,648,693,15000,1,,
192,100,0,3000,18439082,94292,7252,287,2000,13000,0,,
351,97,89,920,150056505,216581,2771,397,798,21000,0,,
57,114,55,789,119938730,265818,2085,213,424,0,1,,
99,130,545,15000,114968774,153468,28018,204,11000,0,1,,
343,82,119,332,128505958,297014,505,1198,165,0,1,,
163,96,126,2000,95001351,131801,4380,548,788,0,0,,
110,105,12000,12000,76400000,58743,14762,192,664,0,1,,
233,122,301,1000,75072454,96569,2759,522,539,0,1,,
91,88,31,1000,65535067,59380,2604,202,489,0,0,,
169,110,179,12000,13998282,24854,15044,374,1000,31000,0,,
142,103,15,723,6061759,49077,1615,475,552,0,0,,
50,106,8,748,64955956,10104,3956,69,656,265,0,,
195,98,72,1000,60057639,107815,3151,485,624,10000,1,,
129,68,116,8000,53868030,183425,10557,425,503,0,1,,
156,94,52,567,59573085,13562,2259,103,312,19000,0,,
103,99,42,975,52691009,18727,3567,45,569,0,1,,
217,107,323,1000,59735548,290949,4223,629,1000,13000,1,,
134,180,869,692,51600000,270790,3076,549,670,16000,1,,
146,89,29,2000,43818159,27664,4867,260,690,1000,0,,
159,97,70,2000,86049418,245989,5032,554,1000,0,1,,
111,113,22,727,43601508,35718,1310,317,171,0,1,,
187,131,500,1000,41300105,65201,3261,651,559,0,1,,
20,44,686.509212,828,48468407.53,65785,2546,281,787,0,1,,
44,103,0,12000,41382841,27149,14672,96,899,0,0,,
588,119,0,15000,42335698,395087,21668,1101,6000,114000,1,,
415,98,11000,594,33404871,150082,1353,384,268,36000,1,,
279,111,521,97,31471430,83374,313,828,68,0,1,,
97,94,23,2000,30222640,36666,4868,144,1000,0,0,,
60,122,380,18000,26830000,101889,32930,365,11000,0,1,,
27,81,8,844,26906039,29621,2653,76,456,588,0,,
212,89,0,2000,21378000,46492,4877,335,826,7000,1,,
110,106,80,2000,43853424,35514,5024,114,795,15000,1,,
45,122,0,643,48468407.53,17277,2032,124,559,0,1,,
190,86,62,390,23993605,52467,727,248,258,0,0,,
77,103,130,691,26400000,62009,2481,109,476,2000,0,,
151,121,17000,22000,45250,235133,23008,494,394,0,1,,
111,109,7,2000,22927390,25344,4947,77,980,0,0,,
64,109,272,155,4250320,14870,605,86,144,0,1,,
134,123,64,808,22452209,14062,5734,82,720,0,0,,
450,94,0,11000,18329466,279179,11984,440,642,63000,1,,
128,94,11000,11000,17071230,31169,23283,192,11000,812,1,,
68,115,13,757,17174870,15817,1201,210,220,0,1,,
97,107,24,10000,26284475,9051,10691,68,566,0,0,,
54,91,38,17000,16702864,8023,18711,49,632,591,0,,
99,125,34,16000,15561627,39105,21622,359,4000,0,1,,
412,122,0,14000,17750583,93548,28933,307,13000,23000,1,,
107,102,0,946,14793904,28209,4072,80,800,0,0,,
192,90,44,12000,15281286,64646,16004,105,904,0,1,,
25,98,28,372,8000000,1400,927,41,262,346,0,,
104,109,128,11000,13491653,23728,14995,213,2000,813,0,,
120,107,0,517,48468407.53,27629,1067,149,376,2000,1,,
146,90,31,210,10494494,19586,676,109,193,4000,0,,
124,112,0,805,7837632,46396,1466,287,223,0,1,,
107,94,0,712,15155772,8895,1673,48,341,3000,0,,
11,105,6,723,8508843,7470,2368,35,422,0,0,,
93,104,109,405,7739049,10680,847,112,204,562,1,,
38,112,213,567,6734844,29591,711,118,67,0,0,,
60,108,25,1000,6000000,10832,1263,102,115,0,1,,
184,112,97,577,6615578,15352,1341,82,416,0,1,,
148,127,13000,40000,5887457,142416,56585,420,13000,0,1,,
217,111,655,24000,13362308,31898,39307,111,14000,0,1,,
160,126,44,627,5701643,37635,653,165,12,0,1,,
209,114,0,27000,5694401,194489,46944,192,18000,12000,1,,
40,99,379,456,5333658,2541,1356,54,278,0,0,,
85,150,0,597,4414535,30618,1645,224,591,0,1,,
83,117,78,989,4806750,6091,1598,53,258,0,1,,
263,112,337,4000,3707794,31359,5671,156,820,0,1,,
128,108,11000,11000,3203044,25165,14843,155,944,827,0,,
186,116,6,25000,4435083,27882,39463,119,14000,18000,1,,
14,60,686.509212,654,48468407.53,12854,1906,44,426,0,1,,
292,144,0,63,2222647,52958,167,193,43,0,1,,
15,92,662,662,48468407.53,436,1498,6,290,378,0,,
70,93,28,1000,3500000,10082,2319,100,695,0,0,,
79,103,154,1000,676698,26730,4094,180,783,2000,1,,
103,93,190,364,3419967,13359,1083,56,253,19000,1,,
97,98,34,663,48468407.53,14324,2215,93,551,1000,0,,
108,334,686.509212,897,145118,10111,1032,36,30,0,1,,
59,114,157,84,48468407.53,2541,198,20,35,342,0,,
10,121,0,854,229311,899,2705,42,578,271,0,,
184,87,0,1000,48468407.53,49669,1592,419,177,3000,1,,
23,92,55,1000,48468407.53,4510,3212,50,872,0,0,,
112,105,2,805,63260,14325,1185,90,306,0,1,,
45,90,78,2000,48468407.53,4693,4142,49,1000,0,0,,
59,89,130,444,48468407.53,30215,1243,95,312,0,0,,
195,114,89,22000,48468407.53,48162,25804,140,2000,10000,0,,
256,119,99,15000,121463226,422606,17584,555,833,0,1,,
44,103,0,923,90485233,9544,3699,45,619,804,0,,
59,91,512,11000,48468407.53,5693,13545,34,918,0,0,,
97,98,209,158,58006147,67653,816,108,152,0,0,,
142,80,19,11000,51053787,45900,14385,247,979,0,1,,
187,121,83,3000,23472900,264533,4142,609,460,12000,1,,
193,94,87,866,39687528,140780,2124,376,794,0,0,,
40,93,148,549,7017178,1633,1373,17,269,0,0,,
46,93,32,13000,48468407.53,13133,16735,101,1000,0,0,,
38,116,0,109,325491,4387,245,67,67,204,0,,
239,101,448,482,96471845,268581,956,1109,203,20000,1,,
250,154,0,2000,85200000,488537,4228,1076,626,18000,1,,
82,170,165,453,72000000,66959,1164,258,272,0,1,,
140,99,13,45000,72219395,105585,50284,419,4000,0,0,,
129,104,42,839,82389560,106820,3627,147,756,14000,1,,
285,126,729,912,71502303,149966,2170,835,306,0,1,,
91,110,422,33000,19179969,54710,35345,177,459,0,0,,
318,101,0,2000,47000000,157857,4400,1191,742,12000,1,,
283,80,611,5000,84961,149414,6229,841,643,0,1,,
52,87,9,818,37566230,3407,2164,48,636,309,0,,
56,123,92,1000,70492685,11600,5306,64,886,7000,1,,
186,109,248,16000,35635046,121058,19410,482,988,3000,1,,
178,90,52,723,45670855,67978,1978,279,346,12000,0,,
140,96,36,1000,37939782,62272,3294,207,580,2000,0,,
469,125,364,12000,172051787,264186,25549,665,10000,30000,1,,
63,82,12,8000,30324946,48458,9271,239,357,0,0,,
148,86,33,15000,27854896,64190,17396,129,976,16000,0,,
265,108,192,1000,41777564,129719,4500,855,1000,0,0,,
75,98,39,593,22734486,11815,2713,117,517,320,0,,
113,129,51,427,44469602,23480,952,83,234,21000,1,,
62,99,17,918,24708699,7991,4797,30,912,0,0,,
54,105,49,680,21160089,8522,1538,92,503,874,0,,
223,112,36,10000,64998368,213898,12676,250,751,36000,1,,
50,108,19,973,19693891,12993,3344,107,954,476,0,,
125,121,0,989,16311763,50656,2365,416,888,0,1,,
81,89,11,1000,12693621,10885,4060,271,982,814,0,,
37,89,0,690,15655665,9104,2135,112,400,110,0,,
44,73,11,1000,11634458,2045,2020,37,436,339,0,,
197,132,847,3000,27154426,52852,6317,138,960,4000,1,,
15,154,117,715,48468407.53,4550,1567,50,490,419,1,,
543,96,201,394,54239856,125016,673,789,150,70000,1,,
112,98,80,567,8662318,15033,2016,75,503,0,0,,
153,107,80,2000,7156725,22639,5992,217,2000,300,0,,
94,134,22,1000,15681020,33570,3007,259,593,1000,0,,
62,94,8,328,7070459,4600,760,18,122,238,0,,
157,122,47,23000,6855137,88590,27381,419,979,0,1,,
35,128,9,767,2694071,3222,1727,64,327,352,1,,
21,97,3,400,2315683,4081,805,28,193,154,0,,
236,110,168,3000,39825798,295375,4210,645,979,15000,1,,
50,102,4,634,2000000,1275,1262,27,537,0,0,,
106,98,541,214,1569918,16234,409,113,96,0,1,,
106,120,30,14000,106869,13762,14492,39,287,0,1,,
173,160,219,1000,273420,32671,2340,238,876,0,0,,
41,80,0,677,48468407.53,10706,1364,39,262,0,1,,
41,91,22,669,48468407.53,3701,1769,71,642,903,0,,
145,83,57,465,4930798,16268,730,108,152,0,0,,
31,102,6,3000,59847242,55895,5433,115,2000,0,1,,
105,122,30,21000,220914,13239,25173,97,3000,0,1,,
236,110,168,3000,39825798,295375,4210,645,979,15000,1,,
114,126,0,826,43848100,119150,1607,219,508,0,1,,
69,136,0,25000,42700000,78392,41059,196,14000,0,1,,
150,120,11,11000,18663911,46204,12554,151,838,0,1,,
72,108,18,714,11702090,37700,2785,50,701,0,0,,
158,126,26,638,13005485,56665,2282,469,624,0,1,,
96,128,608,49000,95860116,277451,51609,491,1000,23000,1,,
84,113,137,879,127175354,288451,2985,438,854,0,1,,
114,89,0,227,92823600,149108,485,273,73,0,1,,
79,129,0,844,54000000,26310,2330,154,617,0,1,,
103,94,480,1000,68525609,132963,3889,302,490,0,1,,
67,106,48,23000,52885587,35312,23369,267,255,0,0,,
576,100,405,996,44667095,190030,4606,583,897,30000,1,,
178,89,687,10000,42638165,42182,12183,230,787,0,0,,
487,94,0,13000,45507053,237848,27911,377,13000,71000,1,,
196,83,473,20000,39511038,56269,26402,366,4000,0,0,,
24,111,19,241,6462576,1449,824,30,118,0,0,,
56,80,11,911,40363530,18254,3058,307,521,1000,0,,
406,112,0,634,37623143,467234,1322,1083,269,27000,1,,
3,60,686.509212,1000,48468407.53,7210,4561,57,921,0,1,,
51,94,14,1000,33357476,7392,4194,53,1000,393,0,,
41,130,309,939,28734552,9566,3107,81,881,1000,0,,
138,91,26,3000,37300107,29147,5349,115,1000,0,0,,
78,91,29,861,27087695,41664,2543,205,593,0,0,,
40,110,23,633,30102717,28736,874,72,67,0,0,,
285,121,1000,175,23618786,352695,485,687,115,17000,1,,
124,114,15,851,26896744,16582,3485,125,680,0,0,,
275,96,11000,19000,23213577,198111,19894,365,581,14000,1,,
34,270,5,908,48468407.53,18041,2762,54,690,0,1,,
81,100,24,15000,55461307,4654,18786,46,1000,18000,1,,
67,94,7,3000,20627372,13661,3451,134,240,487,0,,
103,109,7,835,16346122,25549,2572,171,787,0,1,,
300,107,45,24000,16204793,92712,24805,294,396,6000,0,,
84,96,22,8000,15427192,11768,11078,148,2000,492,0,,
64,88,11000,854,14792779,24256,1653,91,410,0,1,,
169,110,179,12000,13998282,24854,15044,374,1000,31000,0,,
158,113,47,21000,19057024,113963,22088,361,541,24000,1,,
46,101,6,812,14108518,8215,1882,95,326,371,0,,
15,105,121,11000,13854000,21079,14677,55,3000,818,0,,
68,125,438,18000,77324422,178731,33865,261,15000,0,1,,
111,100,9,599,15500000,51996,2389,302,380,0,1,,
21,97,3,1000,11540112,2385,3835,20,584,177,0,,
42,108,38,940,48468407.53,5237,1945,90,416,392,0,,
65,112,28,555,4734235,8217,1227,123,403,573,0,,
109,112,11000,11000,4839383,21613,12766,148,650,762,1,,
42,95,89,1000,4193025,30682,2518,194,852,0,1,,
112,110,85,1000,5900000,98629,1852,316,309,0,1,,
146,118,369,1000,2849142,24104,1889,88,418,0,1,,
36,97,34,503,1686429,8687,3100,62,489,0,0,,
230,120,115,10000,1984743,20616,11019,70,316,0,1,,
64,135,133,898,1666262,5321,2096,78,708,356,1,,
393,101,0,3000,2319187,92640,5056,212,1000,23000,1,,
75,92,29,939,13922211,18271,3935,150,881,0,0,,
78,106,172,172,48468407.53,30587,329,49,55,3000,1,,
67,92,6,10000,23091,5664,11091,42,304,921,0,,
216,161,929,488,336467,45449,943,192,289,23000,1,,
54,92,143,1000,2964,7444,3086,42,945,0,0,,
84,93,529,1000,48468407.53,155249,4453,304,884,115000,1,,
69,110,22,5000,48468407.53,12817,5273,43,170,0,1,,
208,122,0,883,2428883,21370,2896,132,596,0,1,,
32,91,10,890,13571817,5312,3104,40,578,939,0,,
20,45,686.509212,422,48468407.53,19164,537,79,57,16000,1,,
78,115,460,232,1554566,8624,699,180,150,824,1,,
21,94,4,844,508867,1033,3583,26,626,282,1,,
40,93,7,1000,1181197,3299,4329,24,1000,191,0,,
40,94,7,235,81525,29392,303,91,46,0,1,,
251,95,571,499,7774730,61912,1120,352,298,0,1,,
94,105,102,901,234760500,126464,3464,175,605,0,1,,
102,103,0,3000,285761243,311075,7521,305,1000,20000,1,,
21,102,12000,19000,167780960,36918,21499,42,875,3000,0,,
94,116,521,13000,177200000,77366,14701,194,521,0,1,,
173,110,12000,10000,176781728,219171,13069,388,1000,19000,1,,
287,120,0,103,128067808,217740,129,1641,21,0,1,,
176,122,0,18000,130058047,822500,19078,2715,828,22000,1,,
479,118,0,14000,138795342,503631,15732,636,1000,64000,1,,
27,107,425,742,111936400,87538,2151,79,384,0,0,,
20,45,686.509212,460,48468407.53,18058,2380,68,292,0,1,,
60,102,4,17000,317040,6723,30978,36,13000,1000,1,,
70,154,14000,852,94175854,60988,2592,199,581,6000,1,,
43,103,2,94,48468407.53,2659,213,25,80,558,0,,
1,141,335,11000,48468407.53,62,13390,1,744,0,0,,
454,114,77,19000,91121452,467613,20295,608,393,165000,1,,
25,109,6,1000,69800000,18140,2419,60,745,855,0,,
46,124,150,874,79900000,12974,2667,84,816,0,1,,
111,94,87,17000,64001297,32002,20154,103,975,0,0,,
393,100,127,1000,71588220,134869,1949,304,340,57000,0,,
318,101,0,2000,47000000,157857,4400,1191,742,12000,1,,
55,98,11000,816,61400000,71183,3617,183,695,0,1,,
157,102,79,925,101978840,77724,1018,162,38,26000,1,,
280,94,350,326,56437947,85333,486,421,48,0,1,,
109,92,13000,925,73326666,189413,1953,306,692,15000,1,,
41,113,0,2000,55184721,9811,6510,100,721,1000,0,,
27,115,44,23000,50003300,36624,29370,132,4000,0,1,,
462,95,43,11000,54322273,139749,11946,509,326,29000,0,,
152,87,165,1000,47860214,34711,2452,468,431,0,0,,
69,88,189,934,47811275,29008,3707,99,927,896,0,,
140,183,517,22000,48468407.53,232577,34025,1026,11000,11000,1,,
130,97,272,22000,43022524,67604,29252,218,4000,12000,1,,
66,94,13,925,42672630,27580,3423,172,738,0,0,,
238,112,29,12000,42919096,64747,15800,122,1000,12000,1,,
198,98,66,3000,42592530,29867,4567,181,658,27000,0,,
154,104,0,4000,40064955,92074,12170,502,4000,0,0,,
19,118,13,90,39100956,13442,114,59,22,0,1,,
131,120,446,22000,44886089,69576,40117,207,13000,2000,1,,
97,99,11,11000,37882551,80305,15369,393,983,0,0,,
355,109,453,15000,40983001,181025,27788,336,10000,38000,1,,
138,105,488,15000,20991497,39782,44037,172,14000,11000,0,,
102,106,357,23000,35007180,26846,26652,193,1000,0,0,,
419,123,120,13000,35887263,265507,14100,388,876,90000,1,,
37,86,14,833,34308901,15939,4435,87,807,0,0,,
78,120,18,20000,33771174,27044,22383,240,1000,0,1,,
181,227,767,607,6000000,192775,1076,559,202,11000,1,,
220,119,0,908,33386128,36372,3226,491,764,3000,0,,
349,115,212,2000,37877959,86664,4896,252,820,38000,1,,
241,114,29,956,32721635,67822,3861,279,878,0,1,,
103,90,6,1000,31585300,38248,2666,250,650,0,0,,
151,94,28,2000,30259652,26905,5440,614,864,0,0,,
344,106,255,14000,163192114,229687,18003,637,1000,15000,0,,
185,98,0,18000,30857814,294163,20060,718,636,33000,1,,
112,126,18000,18000,30226144,47626,22745,118,2000,0,1,,
676,100,0,33000,35054909,431578,34337,1264,745,81000,1,,
74,89,10,811,29302097,23408,2167,105,636,810,0,,
65,111,13,818,29106737,15582,1450,132,511,849,0,,
274,100,35,10000,28637507,212167,11471,713,1000,0,1,,
50,115,49,116,30127963,12596,525,64,110,0,1,,
96,106,61,907,32645546,8427,3462,88,807,1000,0,,
68,124,107,1000,27441122,14322,5135,116,886,0,1,,
111,107,5,893,28014536,73347,2044,296,822,0,1,,
128,99,3,14000,33860010,33088,16461,143,982,0,0,,
160,90,31,193,26421314,28964,608,457,184,949,0,,
93,101,26,838,24881000,57140,1812,195,328,6000,0,,
278,119,11000,19000,23089926,166269,20391,735,567,0,1,,
81,103,20,512,26161406,13874,1002,52,316,0,1,,
58,134,133,12000,22954968,45703,12749,156,310,0,1,,
153,155,0,3000,26384919,189032,3677,560,360,0,1,,
25,94,11,1000,22189039,17074,2210,55,605,466,0,,
46,95,15,1000,20998709,6095,3845,76,786,1000,0,,
161,89,7,919,20801344,49721,2559,211,557,0,0,,
108,97,83,912,21468807,13048,2682,227,786,243,0,,
69,90,13,882,19158074,17983,2661,127,874,0,1,,
78,92,8,472,18843314,27486,1045,284,239,0,0,,
129,100,10,826,20566327,15385,2958,84,622,0,0,,
135,117,19,3000,20218921,14814,4204,114,646,0,0,,
96,84,119,989,17411331,17328,4660,237,982,673,0,,
417,140,310,33000,21383298,187170,34413,376,748,47000,1,,
172,108,79,775,24984868,50056,3033,152,614,0,0,,
88,109,11,471,16459004,13320,1069,415,308,327,0,,
388,131,0,10000,15700000,332065,11114,876,602,16000,1,,
45,114,73,695,15100000,22797,3444,96,654,0,0,,
414,97,181,11000,14938570,111625,14025,369,820,20000,0,,
291,122,210,22000,17237244,57210,22574,158,164,13000,1,,
97,87,374,826,14249005,39788,2689,619,503,0,0,,
37,85,12,354,12701880,2037,568,22,173,175,0,,
68,85,0,468,10353690,2673,646,31,67,116,1,,
90,101,36,1000,12801190,16340,2764,355,786,356,0,,
81,121,16,907,12549485,4603,3633,91,585,489,0,,
221,107,92,11000,13766014,106111,17627,181,5000,49000,1,,
230,111,0,796,13034417,55665,2633,118,787,10000,1,,
57,92,34,14000,11632420,19768,15644,135,442,566,0,,
119,97,164,436,12212417,30643,1172,144,324,622,1,,
97,97,745,12000,11614236,9294,15209,140,821,251,0,,
119,125,34,427,13337299,9649,729,226,66,1000,1,,
42,124,11000,11000,10763469,13692,12685,55,860,877,0,,
24,76,9,595,11144518,2724,1139,53,417,436,0,,
208,107,561,746,15608545,53471,2377,224,561,29000,0,,
42,91,23,925,10443316,7159,2913,88,660,247,0,,
44,96,4,989,10494147,7403,3142,162,841,648,0,,
230,142,0,22000,9929000,152306,29475,513,5000,16000,1,,
46,103,80,1000,10411980,22649,4676,212,872,1000,0,,
18,60,686.509212,443,48468407.53,7122,981,77,319,576,1,,
249,117,0,22000,17439163,537419,47728,1028,12000,35000,1,,
197,116,153,3000,9396487,52421,5012,200,788,0,1,,
71,118,41,556,9059588,17261,1873,125,463,455,1,,
190,108,187,11000,9172810,24150,12178,118,883,923,1,,
50,94,9,11000,8735529,8055,13524,89,897,816,0,,
63,97,2,890,8586376,26598,3161,132,852,1000,0,,
104,97,32,14000,8378141,18966,16502,141,1000,0,1,,
140.194272,99,45,1000,48468407.53,1465,2166,56,393,515,1,,
49,91,6,8000,8080116,6562,10732,66,625,647,0,,
300,107,454,65,7757130,307639,173,513,49,32000,1,,
43,95,24,931,9123834,4065,3322,33,539,0,0,,
132,102,11,15000,6409206,32311,33153,104,14000,0,0,,
97,88,96,24000,6373693,11498,25637,53,971,0,0,,
242,106,835,13000,7556708,30284,14544,102,826,10000,1,,
218,92,11000,860,5306447,58967,2717,169,658,10000,1,,
49,105,52,477,5217498,3668,2312,85,397,157,0,,
172,107,0,572,5023275,34194,1627,199,324,0,1,,
68,120,0,49000,4956401,12601,51657,89,1000,0,1,,
223,103,1000,21000,4235837,175962,23932,336,1000,0,1,,
59,92,6,890,4002955,33745,3654,198,729,0,0,,
252,147,0,6000,7219578,235992,8484,1768,889,16000,1,,
106,98,18,837,3525161,15388,1675,190,400,0,0,,
223,98,11000,12000,3247816,36145,19310,108,6000,0,0,,
328,103,132,10000,2412045,109873,12867,320,882,33000,1,,
9,286,686.509212,857,48468407.53,3828,3809,39,555,733,1,,
150,111,122,918,2203641,42792,1252,162,278,0,1,,
21,98,70,876,1953732,4996,1351,62,324,843,0,,
28,111,0,783,1954202,5917,4834,71,664,391,0,,
250,111,0,6000,1294640,69569,6748,436,294,0,1,,
17,100,5,192,48468407.53,1933,527,13,134,708,0,,
95,116,460,5000,819852,6690,5426,83,203,284,1,,
260,145,756,136,26435,111841,203,413,23,12000,1,,
141,84,180,510,1197786,55928,962,157,297,0,1,,
52,115,39,12000,529766,22345,14889,144,970,0,1,,
205,105,141,1000,613556,9427,1172,87,103,0,0,,
109,98,34,936,353743,20730,3578,111,826,664,1,,
103,99,445,20,502028,31589,48,172,13,0,1,,
110,110,0,64,102055,24570,134,72,45,0,0,,
195,97,197,13000,122288,64777,15293,201,794,0,0,,
14,88,85,825,48468407.53,2699,1432,29,476,154,0,,
177,103,129,14000,73548,47574,18639,209,1000,0,0,,
17,104,36,549,48468407.53,609,801,15,248,705,0,,
