Col1,Col2,Col3,Col6,Col7,Col8,Col10,Col13,Col15
4,2,67,20003,27065,6711,3784,5682,1
4,2,74,7896,3739,2515,3293,2915,1
4,2,75,7759,8153,2759,3089,2983,1
4,2,75,3660,3410,1971,5227,3488,1
4,2,81,9315,9878,6058,11586,3421,1
4,2,57,439893,127874,6736,9546,3558,1
4,2,56,6429,8574,1537,6767,3681,1
4,2,41,550403,518470,231642,23153,26406,1
4,2,41,17949,7111,10300,10152,3909,1
4,2,60,3728,6798,1941,3742,2365,1
4,3,14,903929,79511,27596,6315,3897,1
4,3,10,359663,650878,19492,13178,14855,1
4,3,7,1542598,161924,65456,36513,10338,1
4,3,10,110967,16060,3329,2919,651,1
4,3,14,755567,303917,23101,18040,10403,1
4,3,23,421968,74469,18819,19008,4064,1
4,3,34,201027,89133,17872,21098,9614,1
4,3,26,256313,563545,92450,38193,7358,1
4,3,40,127298,13956,27050,31956,6889,1
4,3,41,1289405,242405,60320,30931,14470,1
4,3,51,33405,48619,44431,24359,17646,1
4,3,44,730882,152878,31950,14289,9087,1
4,3,30,634865,63980,3264,2636,4468,1
4,3,26,235100,27975,1280,799,701,1
4,3,16,1396020,224360,127336,21933,18824,1
4,3,21,230186,86618,22658,5113,3287,1
4,3,24,271197,118023,45120,13271,8837,1
4,3,41,11609,3334,9351,12771,2287,1
4,3,35,391012,337901,34926,20896,3385,1
4,3,41,13064,24571,6887,12124,2767,1
4,3,44,337285,39017,5373,4827,733,1
4,3,26,924079,185561,3406,10982,13246,1
4,3,29,211892,51869,31728,7320,2507,1
4,3,37,1964577,313204,56834,95236,7061,1
4,3,37,50446,12914,10830,2142,3578,1
4,3,35,348858,434711,61155,20636,2414,1
4,3,34,813357,28532,22254,6970,7699,1
4,3,20,681133,81284,6082,41117,56061,1
4,3,20,86433,130019,18801,8825,10712,1
4,3,23,754387,74105,12947,9141,13962,1
4,3,26,757895,127986,79264,36782,13112,1
4,3,21,1955925,298031,84965,10434,19271,1
4,3,20,977885,460479,43476,119985,40086,1
4,3,16,1189291,137177,21363,5947,1768,1
4,3,17,546127,307489,29097,28769,10943,1
4,3,24,454279,14774,3504,3117,1251,1
4,3,43,3329,5903,5976,9103,20340,1
4,3,63,10554,19555,8982,12726,11614,1
4,3,83,3150,7361,1931,13425,9661,1
4,3,78,183190,57515,3740,3003,3281,1
4,3,77,29296,12034,2533,14958,20442,1
4,3,83,13856,9022,2721,16359,17398,1
4,3,56,393480,109523,22150,3200,9721,1
4,3,66,1206705,287920,101402,27016,10126,1
4,3,41,188504,29509,3611,7174,13928,1
4,3,70,2220,7165,4419,7674,12564,1
4,3,81,3132,6187,4883,6678,8056,1
4,3,88,3660,6210,12696,6867,7317,1
4,3,91,15228,1731,4355,5882,8985,1
4,3,81,4293,11862,1135,3064,8406,1
4,3,84,7674,6002,1777,9845,10165,1
4,3,90,444310,149920,20930,32038,10295,1
4,3,64,386756,85376,20813,9919,15505,1
4,3,53,285157,299869,45611,38969,5688,1
4,3,40,108076,258365,45899,13939,6829,1
4,3,40,5510,28777,3213,8640,5389,1
4,3,56,4880,5935,10653,5182,4349,1
4,3,61,22215,18009,7579,10496,1369,1
4,3,61,18185,14114,5038,3613,2970,1
4,3,61,4036,7480,2510,1588,857,1
4,3,50,108967,7008,10572,2534,2075,1
4,3,30,2130068,235085,89471,15219,3095,1
4,3,38,5444,9751,2127,3061,2038,1
4,3,26,456344,286511,44357,25424,5224,1
4,3,29,10216,3196,5959,11646,1884,1
4,3,50,6387,16973,3556,3038,3430,1
4,3,48,5070,7183,1907,1189,1649,1
4,3,56,3637,3748,1933,2314,1807,1
4,3,57,1276,1621,3872,3406,1357,1
4,3,56,279322,11147,146,1712,768,1
4,3,44,690914,29726,24909,1362,2299,1
4,3,38,418017,241659,31107,35808,19029,1
4,3,29,193113,34631,14492,2475,2617,1
4,3,40,25356,11612,2378,3113,6422,1
4,3,43,206202,227655,7445,12119,6949,1
4,3,50,7802,5293,7058,10649,2286,1
4,3,63,5391,17083,10764,4662,2696,1
4,3,44,598543,55430,12324,4982,700,1
4,3,35,307646,350309,9456,36059,8846,1
4,3,35,517778,113800,91379,49350,8844,1
4,3,23,117628,51703,34228,18999,3630,1
4,3,27,1137576,119120,45053,18948,23171,1
4,3,35,303664,147605,17158,11311,9090,1
4,3,23,399823,411026,66105,53850,26718,1
4,3,17,725037,274577,77902,27100,21810,1
4,3,16,1242800,149729,97520,15380,10041,1
4,3,20,1980883,721095,120215,37220,10755,1
4,3,24,1466073,458835,85220,32237,16125,1
4,3,35,1041689,247746,22413,41848,18783,1
4,3,43,1304653,121112,13329,20602,18226,1
4,3,44,63982,20184,41665,9413,3636,1
4,3,50,477050,28247,9455,10434,4069,1
4,3,44,1416891,229323,8315,19387,15877,1
4,3,43,414489,101135,5192,24977,19032,1
4,3,43,468403,360067,28896,39670,14213,1
4,3,30,628188,56235,12999,3143,1198,1
4,3,38,1987946,114802,22440,69345,16662,1
4,3,38,107108,67071,4428,4412,13070,1
4,3,27,292869,165719,26607,12846,3303,1
4,3,41,71307,27333,3669,15021,14398,1
4,3,34,406025,274420,18910,11948,3943,1
4,3,21,255790,210126,65683,19476,5300,1
4,3,37,380357,83677,13583,50340,10365,1
4,3,29,2125616,164210,4860,15956,3979,1
4,3,38,115232,30819,17674,7382,6165,1
4,3,40,688016,62743,1095,7903,6031,1
4,3,34,1705136,223668,22801,100678,16607,1
4,3,29,74359,32341,7573,4817,2240,1
4,3,16,276181,191893,60033,24916,18309,1
4,3,20,692309,65608,15674,7253,2427,1
4,3,26,490597,41412,14028,19905,7301,1
4,3,35,77765,54971,18989,15293,8630,1
4,3,44,17837,16079,26301,11752,5424,1
4,3,53,27447,27651,3548,3707,4025,1
4,3,44,237718,114482,29982,23790,9096,1
4,3,44,54091,16971,9273,3660,2008,1
4,4,8,170384,5473,2785,933,206,0
4,4,1,28191,20528,654,1406,259,0
4,4,4,2841806,295881,153969,27550,7463,0
4,4,8,167639,62853,9369,7218,2532,0
4,4,20,1163759,172955,11741,10983,1602,0
4,4,16,244447,68211,27401,5745,1651,0
4,4,16,2453517,258650,140782,151893,40877,0
4,4,7,799390,427463,83897,50788,17734,0
4,4,1,1784732,1207305,439262,88964,117808,0
4,4,8,728300,493735,67473,57378,28261,0
4,4,23,1346810,45984,96598,107511,63659,0
4,4,29,1232801,331021,53906,80132,94803,0
4,4,41,731786,79897,8765,11219,8192,0
4,4,38,126382,43718,8821,6134,3612,0
4,4,17,2837236,863346,58251,72745,36831,0
4,4,27,278522,52366,11322,10930,7422,0
4,4,29,1849318,88734,19115,9876,2711,0
4,4,37,979479,296307,54946,58564,10435,0
4,4,44,1734492,79174,40133,25295,7400,0
4,4,29,171600,30210,7561,852,1156,0
4,4,30,200549,306027,50342,4142,10483,0
4,4,37,1192965,100313,17904,6257,6808,0
4,4,34,40030,15006,7530,3737,1509,0
4,4,29,524596,57357,9846,4207,1043,0
4,4,16,1642017,1198336,158331,75817,28197,0
4,4,10,964695,194104,21462,59189,10447,0
4,4,10,1557395,173582,125806,49727,12382,0
4,4,34,233947,46536,7576,16917,21657,0
4,4,48,327539,118270,14559,27745,17715,0
4,4,53,674915,125153,66200,18595,4250,0
4,4,78,6360,12761,3139,11918,15302,0
4,4,67,209181,46016,1999,1525,1411,0
4,4,60,178283,43141,2398,3636,1773,0
4,4,50,59710,80141,10904,8840,4606,0
4,4,17,1200125,624297,40714,138946,15163,0
4,4,24,229696,27644,12343,13263,2594,0
4,4,29,117113,128578,16274,17634,14838,0
4,4,37,97392,28019,9530,10145,2500,0
4,4,40,3726189,165927,67943,22208,18296,0
4,4,30,1544448,1106049,328234,59018,51263,0
4,4,26,2091442,166652,14388,19712,10706,0
4,4,24,927193,447425,7369,95773,55512,0
4,4,37,1567559,253607,201761,49723,28921,0
4,4,37,184343,106887,25786,9674,13013,0
4,4,47,512605,15574,7734,5806,4397,0
4,4,47,312281,99596,15040,10451,5586,0
4,4,40,2094655,532827,185948,69112,21753,0
4,4,38,741403,210991,59240,19186,3620,0
4,4,34,1338620,643186,94536,65406,20853,0
4,4,34,1482518,167654,22436,9158,4020,0
4,4,44,651194,74142,4010,45290,34802,0
4,4,40,111840,89551,12483,11018,1476,0
4,4,37,1078002,171415,72750,28770,10309,0
4,4,30,477195,81435,6768,5294,3150,0
4,4,29,43065,15523,2930,6428,711,0
4,4,43,1080956,28321,26855,33640,8467,0
4,4,61,7966,20161,2069,11770,4623,0
4,4,74,4853,8362,7041,2743,13851,0
4,4,80,3279,9523,15429,9765,4320,0
4,4,74,77177,61567,33752,18071,16964,0
4,4,60,106077,17270,2224,3218,3030,0
4,4,56,96113,124892,71567,37965,11343,0
4,4,44,103006,35967,54326,42840,12553,0
4,4,34,653980,549487,38577,9291,8042,0
4,4,21,754087,120126,25922,43626,24012,0
4,4,11,86914,108466,19035,3458,2430,0
4,4,21,140695,6498,4322,5024,2747,0
4,4,38,16789,7975,12090,5559,8685,0
4,4,56,2298,16986,10798,2165,4573,0
4,4,77,8433,7784,3942,2752,5953,0
4,4,66,12326,11639,16397,2011,5124,0
4,4,77,260128,13449,9421,11986,7904,0
4,4,84,6344,5926,2561,9044,2868,0
4,4,81,58768,14732,6421,3969,5533,0
4,4,94,1870,3658,2225,6278,2191,0
4,4,93,3538,10327,8197,4968,2735,0
4,4,88,7636,10561,2686,5657,2769,0
4,4,80,5912,23606,14223,6966,13204,0
4,4,77,8017,21052,6428,7521,5472,0
4,4,67,5862,13506,7770,11848,1738,0
4,4,80,6967,5431,4028,4462,1694,0
4,4,70,17718,10411,7801,5653,3208,0
4,4,57,341780,37868,4192,1441,299,0
4,4,50,288482,114514,650,11373,5927,0
4,4,53,4898,2125,5067,6659,2198,0
4,4,50,17658,10131,4952,1841,1779,0
4,4,66,1876,17185,1058,2334,2753,0
4,4,81,6081,14629,11949,6401,4425,0
4,4,74,12897,26402,5761,7797,10041,0
4,4,78,13002,11537,1235,3463,6418,0
4,4,78,5635,6785,3058,5058,2360,0
4,4,57,291443,356537,25551,7437,3125,0
4,4,60,7251,7800,3041,2779,2892,0
4,4,63,6227,3127,10027,3353,4198,0
4,4,61,16566,6516,2028,4339,4686,0
4,4,87,5018,4738,7738,9112,3495,0
4,4,80,4599,11725,1520,9120,1828,0
4,4,80,1493,4689,844,3548,7075,0
4,4,81,4462,7252,5652,3187,1038,0
4,4,70,106507,149518,10978,31570,3899,0
4,4,63,596824,38494,7715,3714,758,0
4,4,61,3721,12897,3297,5568,4951,0
4,4,61,14694,14353,3312,4457,3132,0
4,4,78,9362,6168,2883,6321,2161,0
4,4,96,5004,8224,10711,5990,4180,0
4,4,90,8035,10303,7722,4878,2897,0
4,4,77,1296075,267631,43476,9033,9987,0
4,4,60,45549,29524,20146,11595,7095,0
4,4,57,19905,6867,1449,6214,7619,0
4,4,61,4500,5975,5589,2021,8029,0
4,4,75,6174,2454,2660,7017,2056,0
4,4,64,201337,76315,30698,15993,1207,0
4,4,61,29826,11833,6892,10059,9082,0
4,4,57,3918,16344,3517,9301,4385,0
4,4,35,119708,310706,6907,33430,3392,0
4,4,48,3890,27457,2064,7906,9910,0
4,4,47,22188,11177,6275,6333,3198,0
4,4,56,18221,4012,3584,6587,1707,0
4,4,74,4997,10540,2268,1608,2514,0
4,4,77,5073,15710,1181,2281,1775,0
4,4,80,3676,4535,5338,6070,2304,0
4,4,69,4841,4012,1236,6740,7384,0
4,4,87,5594,8081,1581,3080,4640,0
4,4,64,381964,538878,15244,8280,7666,0
4,4,64,13851,16527,4548,7050,5988,0
4,4,67,6690,4657,1110,6251,4648,0
4,4,50,112524,12203,2714,1626,2266,0
4,4,51,269061,116581,89173,31935,4370,0
4,4,41,47008,53562,265,3018,1281,0
4,4,27,294360,32926,5646,3595,299,0
4,4,16,237548,619491,80226,19912,8455,0
4,4,21,318420,17836,7510,5754,1446,0
4,4,13,672736,43286,5230,3623,784,0
4,4,23,71032,39617,13762,1237,3920,0
4,4,51,11274,4850,1445,6569,866,0
4,4,69,4741,7524,5422,6942,3746,0
4,4,84,4052,5459,10866,2168,1788,0
4,4,75,281035,69295,31465,9501,12518,0
4,4,63,369070,119061,8156,25803,13045,0
4,4,57,143428,23908,10986,5935,11098,0
4,4,53,13145,25191,8080,9175,5252,0
4,4,64,119046,15717,2100,3238,1664,0
4,4,50,851134,614069,17623,9834,7120,0
4,4,47,8925,12297,9447,6385,3662,0
4,5,43,609043,34588,3102,3411,4241,0
4,5,24,1113217,195128,84981,35667,15362,0
4,5,40,186266,23972,44632,7167,10609,0
4,5,34,233222,573529,192021,45953,52158,0
4,5,29,343714,6786,2152,1620,762,0
4,5,41,454357,180418,169755,68586,16902,0
4,5,38,233500,100136,25602,10549,2874,0
4,5,57,79269,13103,1606,8464,7856,0
4,5,67,504447,30707,4853,37992,16873,0
4,5,78,606464,90648,9909,35664,17118,0
4,5,84,3061,6485,11719,3871,5621,0
4,5,75,814383,465844,63464,21472,5665,0
4,5,77,9168,9549,2648,7591,9131,0
4,5,66,130436,64394,23631,9350,1220,0
4,5,53,575202,397717,77043,16424,24760,0
4,5,61,1155108,55717,7303,14170,18437,0
4,5,66,3476,11560,1106,6647,4892,0
4,5,70,230842,195980,10384,99519,14575,0
4,5,60,253010,92652,44752,4653,1153,0
4,5,56,81238,11713,2618,887,1780,0
4,5,27,853862,776163,41846,12203,7688,0
4,5,29,487992,81955,22029,27179,11307,0
4,5,38,436362,338569,26155,20778,11836,0
4,5,53,6446,4037,6281,11931,7318,0
4,5,75,8581,19718,1845,7966,5585,0
4,5,63,354522,277336,40607,24504,14426,0
4,5,67,100270,23489,5003,4830,2128,0
4,5,57,3074,10153,7429,5495,5956,0
4,5,50,445085,290369,42734,19885,13844,0
4,5,69,33836,11757,8910,8910,6631,0
4,5,75,177309,268506,34979,32658,7882,0
4,5,67,628776,41743,14849,11843,8454,0
4,5,77,7436,4982,2037,2150,3206,0
4,5,70,1789,8301,2790,1643,7456,0
4,5,66,452948,224305,33536,16918,7304,0
4,5,75,263274,21674,1967,8709,6578,0
4,5,61,54890,95934,60093,6092,4977,0
4,5,41,1674076,78180,27296,9598,3319,0
4,5,47,56246,21926,12043,18881,8947,0
4,5,51,15947,1551,2519,2847,7602,0
4,5,47,267276,227148,32073,16828,10294,0
4,5,54,137652,186442,56304,46341,3488,0
4,5,53,1307632,62671,20757,7531,7102,0
4,5,51,18222,10364,1761,6531,6866,0
4,5,64,106605,103128,8426,12858,1824,0
4,5,67,92456,39072,18436,7088,245,0
4,5,81,55440,19144,8673,10252,9726,0
4,5,83,5613,7073,4495,3500,5794,0
4,5,77,300382,115533,57991,25732,9696,0
4,5,77,162302,77935,24312,13581,8748,0
4,5,57,878532,190347,11399,16200,7608,0
4,5,50,108381,42880,96058,67025,3203,0
4,5,40,718612,27823,5396,2911,311,0
4,5,44,10510,3168,1559,4623,2414,0
4,5,66,4890,4926,2082,8884,9451,0
4,5,67,8294,1952,5209,8201,2724,0
4,5,66,214278,320991,20512,18190,3360,0
4,5,61,45748,41148,18329,10778,9401,0
4,5,38,160061,71108,21914,6068,1955,0
4,5,29,263670,55735,4597,10762,8783,0
4,5,41,1753,6208,14361,4047,1638,0
4,5,47,8620,6788,1845,3157,2778,0
4,5,51,177951,51899,6464,2987,1316,0
4,5,44,25293,16285,6212,9865,3094,0
4,5,60,11280,3280,13027,6396,3855,0
4,5,53,63030,30686,9390,2643,3839,0
4,5,54,8267,14109,5184,3985,1103,0
4,5,70,4080,14391,1350,3611,5030,0
4,5,54,24786,22431,5674,5442,3589,0
4,5,53,75618,207138,8433,21809,8063,0
4,5,56,91067,25138,1502,8347,4325,0
4,5,47,13248,6624,6674,8095,3114,0
4,5,64,14072,3084,2665,7041,3976,0
4,5,70,1840,13901,5433,4476,2691,0
4,5,66,5512,20758,1440,4651,1157,0
4,5,66,58961,49869,56026,27996,5265,0
4,5,41,926389,95982,27974,6017,1031,0
4,5,44,14467,10048,4349,10650,2214,0
4,5,48,3331,7286,5879,3931,3211,0
4,5,57,3938,19808,1114,7639,3677,0
4,5,80,3782,4229,2808,8143,2442,0
4,5,88,7524,9404,2129,10215,2718,0
4,5,84,41513,15199,18728,4113,1954,0
4,5,70,87709,280164,17936,21070,5095,0
4,5,69,2811,20903,2847,6016,3785,0
4,5,66,25984,25715,10134,5353,3909,0
4,5,66,316065,36272,15771,6919,4995,0
4,5,64,25548,19861,9249,17425,8231,0
4,5,63,63290,27568,19751,9189,6042,0
4,5,57,308942,68750,13659,12406,5524,0
4,5,51,61446,13772,20485,10267,3391,0
4,5,53,14415,5008,9025,8958,2203,0
4,5,63,5911,5269,1268,2646,2810,0
4,5,67,8202,7291,1638,4589,2363,0
4,5,83,10123,14276,5172,9838,5840,0
4,5,69,54219,122326,68524,16367,4528,0
4,5,43,1463048,116794,7645,2799,1215,0
4,5,41,4773,6956,5183,4286,6308,0
4,5,26,374296,301467,3962,30352,6617,0
4,5,30,49640,23226,15273,7962,5538,0
4,5,41,540627,254012,6719,19205,7799,0
4,5,20,72872,45321,5462,1059,505,0
4,5,30,528776,71159,17613,3240,7784,0
4,5,34,170019,180625,22024,13951,11254,0
4,5,53,8703,8645,9194,3135,15835,0
4,5,66,330934,117860,13172,12848,5863,0
4,5,67,19114,33001,17536,4778,5328,0
4,5,75,285040,90897,42523,57574,10657,0
4,5,70,2494097,580713,151087,145325,47520,0
4,5,66,1179946,209855,20956,33694,9750,0
4,5,67,277914,22336,34944,16632,12018,0
4,5,78,7051,5102,4227,5953,6634,0
4,5,84,11861,8456,6378,6989,8173,0
4,5,84,395156,32572,29031,6219,4750,0
4,5,69,183433,126517,26778,4028,3892,0
4,5,64,190615,19055,16790,10679,10963,0
4,5,70,6759,4375,4072,6338,7092,0
4,5,83,4695,15763,7462,12355,11534,0
4,5,83,245724,313543,34666,58140,10569,0
4,5,70,76981,9516,7946,10059,8496,0
4,5,56,31743,16430,25984,12790,4951,0
4,5,37,302736,167088,9183,18854,3809,0
4,5,56,24700,11049,4117,9624,6794,0
4,6,60,1483601,166294,143418,65677,22026,1
4,6,53,1564541,56860,35668,66729,28094,1
4,6,38,215712,64474,5558,2792,1804,1
4,6,30,1836449,135761,154142,55652,24370,1
4,6,40,532762,48661,20573,9773,14457,1
4,6,34,621940,172629,17983,6008,6173,1
4,6,29,416926,147476,91059,70654,11933,1
4,6,21,730796,47017,23341,7003,1305,1
4,6,20,468133,310258,45471,25605,11416,1
4,6,24,869313,48063,8603,7617,4514,1
4,6,30,38704,46779,13714,15882,6185,1
4,6,44,92704,10583,226,6772,2090,1
4,6,40,380472,265589,41947,14629,10504,1
4,6,43,28620,16580,9785,6754,5099,1
4,6,50,113124,4807,6407,3911,2688,1
4,6,48,730281,37072,4706,53121,7089,1
4,6,69,20653,6493,11179,4621,13131,1
4,6,60,1286262,161891,83149,34939,13775,1
4,6,54,124265,25574,2552,3838,2521,1
4,6,50,267095,35318,31175,20293,5997,1
4,6,29,363882,184185,24059,42628,8947,1
4,6,34,597979,411241,11556,65378,24060,1
4,6,34,360450,76924,10310,1123,138,1
4,6,20,688429,137947,32252,12809,2889,1
4,6,14,715594,41527,46738,17817,12014,1
4,6,10,698546,87504,11858,5547,1047,1
4,6,14,37110,30275,8308,8661,1792,1
4,6,37,10488,4853,1720,3214,1800,1
4,6,47,12770,44184,4676,5651,3109,1
4,6,44,39527,124339,9635,23476,1640,1
4,6,40,588916,80539,43716,15932,3004,1
4,6,26,149015,40426,6279,6300,4410,1
4,6,16,867903,96307,19526,8130,2210,1
4,6,16,176582,15899,15122,1050,637,1
4,6,8,54388,5030,2385,389,185,1
4,6,4,741314,539276,38713,28159,7281,1
4,6,1,1932124,128893,12683,6309,2380,1
4,6,11,440033,34331,24907,25148,4103,1
4,6,14,203478,27829,3586,1991,291,1
4,6,26,415188,3163,4651,1720,483,1
4,6,43,271373,59594,9228,5441,3372,1
4,6,41,1173145,77263,6637,10977,8025,1
4,6,51,56334,86655,14792,11995,16982,1
4,6,47,1129992,116913,24230,67760,2945,1
4,6,43,504582,8733,3656,2525,565,1
4,6,40,1226078,54886,49610,19099,6921,1
4,6,38,363521,78954,22383,9729,5900,1
4,6,38,527624,167460,127678,45125,13021,1
4,6,30,79035,144249,38045,13661,10917,1
4,6,30,48286,109553,5550,36946,10945,1
4,6,21,686067,231629,8804,24447,8223,1
4,6,34,28104,29224,13953,3487,3141,1
4,6,48,7453,18947,9412,4972,8162,1
4,6,44,217772,124061,10128,18539,5418,1
4,6,54,236983,125583,15871,6162,7214,1
4,6,41,227508,266444,6136,5321,6124,1
4,6,17,442093,471830,21123,19767,7101,1
4,6,23,8281,20155,21400,6774,8314,1
4,6,21,34213,59802,15143,18504,6235,1
4,6,16,631463,43506,8699,3003,831,1
4,6,21,500728,103996,20948,10702,7250,1
4,6,29,13337,3199,755,23952,3963,1
4,6,44,26673,4777,1680,4143,1864,1
4,6,48,67202,52984,7766,5610,1598,1
4,6,57,1004860,15111,10835,5612,1455,1
4,6,60,2232,7282,3290,5447,1324,1
4,6,47,11161,15783,5787,2572,2809,1
4,6,60,16738,6065,3341,2047,4175,1
4,6,47,410763,660922,45109,37251,3428,1
4,6,37,530859,58942,2582,14526,5443,1
4,6,30,77185,10643,1782,3635,915,1
4,6,38,5393,9783,1913,7096,3730,1
4,6,50,3876,10213,11801,2416,3125,1
4,6,34,140282,86207,11955,4469,701,1
4,6,26,932778,301960,6219,13322,9567,1
4,6,1,84217,323915,75489,35395,7809,1
4,6,1,20095,27397,16406,12336,6288,1
4,6,20,9819,10691,6310,5108,4627,1
4,6,34,1237,19280,5491,8489,9045,1
4,6,53,345088,30931,13393,7730,7393,1
4,6,47,446862,140076,60228,15619,17654,1
4,6,47,78705,25273,2698,6408,6021,1
4,6,61,8113,5085,2257,2240,7681,1
4,6,66,5012,12389,6338,3939,5494,1
4,6,63,250751,35430,13971,5209,1427,1
4,6,53,4668,12590,2259,5160,2497,1
4,6,44,1223,2013,2175,1393,1501,1
4,6,40,221646,13548,5585,3498,3383,1
4,6,54,13182,4238,2918,3613,3572,1
4,6,63,80480,42431,10605,7816,3336,1
4,6,48,953649,318404,25428,33430,4704,1
4,6,44,3714,28560,9589,3861,4815,1
4,6,23,143103,365029,18778,6670,8307,1
4,6,26,34204,5250,7099,10528,3265,1
4,6,40,503279,9862,4010,4902,1859,1
4,6,37,142357,13286,7067,5368,1359,1
4,6,40,465655,400143,87044,14280,5038,1
4,6,40,313797,19586,2554,5109,3910,1
4,6,37,147701,9186,2085,3275,2203,1
4,6,37,273736,31877,17306,1477,1934,1
4,6,41,24071,13022,3454,6542,6433,1
4,6,43,7514,3407,2162,12276,2468,1
4,6,29,206401,70848,22634,3893,1977,1
4,6,41,18867,23109,4322,13020,16571,1
4,6,50,178903,6407,3569,2930,2890,1
4,6,53,40600,9420,6382,2124,4247,1
4,6,57,189988,210144,33830,29559,7916,1
4,6,48,733505,73023,29785,13167,7136,1
4,6,50,14301,34159,10223,5256,6067,1
4,6,47,21686,2985,5076,8036,6243,1
4,6,51,44303,94194,49129,27243,4905,1
4,6,47,173425,75025,17111,2879,2092,1
4,6,35,853941,63690,5587,14952,2925,1
4,6,34,11573,4713,8651,9735,9558,1
4,6,40,138506,57976,18536,7143,12301,1
4,6,43,197188,44925,7072,1944,4838,1
4,6,60,50146,26826,1983,7415,17320,1
4,6,53,382740,101033,8566,18407,15641,1
4,6,47,492709,172287,26132,25232,13015,1
4,6,41,500672,359811,16697,31588,20239,1
4,6,47,10681,31329,2169,3303,19849,1
4,6,50,742624,56944,2547,9688,9039,1
4,6,44,191490,190500,23056,5094,10369,1
4,6,70,5719,6715,3085,10623,6845,1
4,7,35,995786,443740,208851,19970,25031,1
4,7,30,1104120,221695,20407,33631,13260,1
4,7,48,64982,83927,25582,14163,52222,1
4,7,40,187021,18415,19067,2203,5773,1
4,7,38,86446,41985,6382,1624,1846,1
4,7,34,129514,21410,22824,13550,6919,1
4,7,16,468039,72512,39392,11963,3318,1
4,7,13,2771515,406585,72324,36636,11803,1
4,7,23,18788,29380,4335,6133,3310,1
4,7,16,1569614,280197,65474,71448,45703,1
4,7,27,532615,81014,97717,54535,17327,1
4,7,30,1970725,247226,62594,8540,28588,1
4,7,29,582963,75488,10643,9060,4468,1
4,7,41,115965,43904,21327,15532,30723,1
4,7,40,742852,30241,12283,6033,4575,1
4,7,34,90993,98433,34730,9702,14323,1
4,7,30,396505,137529,6854,4937,3442,1
4,7,23,76222,203204,3999,19023,12316,1
4,7,20,370095,370401,30072,22586,22375,1
4,7,41,280636,1507,237,3882,1669,1
4,7,48,224707,314799,53612,32714,5703,1
4,7,44,321566,236798,59681,46515,13430,1
4,7,47,1741374,80441,13091,8844,4038,1
4,7,30,281240,576928,109024,221278,36434,1
4,7,37,221643,28167,21523,22863,12348,1
4,7,29,1442582,373690,161905,56553,34218,1
4,7,24,2648404,118835,159650,126728,40748,1
4,7,21,182143,51160,13099,6107,8833,1
4,7,4,1167087,139552,45769,18407,12567,1
4,7,20,56536,7625,1370,1174,958,1
4,7,20,374104,1023231,86529,49653,61758,1
4,7,4,166625,181391,3837,19836,12768,1
4,7,17,590259,44915,26482,21962,4360,1
4,7,4,3088197,579549,38766,94871,46236,1
4,7,4,57694,38637,34500,7196,4011,1
4,7,27,848935,45914,8153,6253,6015,1
4,7,23,1380684,298507,107640,18269,22503,1
4,7,35,416754,55611,15846,6740,4767,1
4,7,47,1097307,63003,3548,6071,10800,1
4,7,29,394155,680690,57278,35860,11153,1
4,7,17,434255,950994,140390,28937,24700,1
4,7,17,1540292,213504,130548,65967,15295,1
4,7,27,20021,7118,2623,13745,8049,1
4,7,37,312073,94950,21333,8169,28942,1
4,7,44,987934,290827,74889,88813,15090,1
4,7,48,850171,41915,8437,61308,12211,1
4,7,41,327387,15511,1423,5554,2512,1
4,7,40,241243,64061,11530,3329,3846,1
4,7,44,636022,62890,43826,24317,22803,1
4,7,37,44098,174493,65429,16701,12830,1
4,7,21,1172366,46229,18252,7706,1761,1
4,7,24,1722914,505266,50938,72010,45488,1
4,7,34,76957,32480,7873,15537,18419,1
4,7,53,2395,12073,7141,24550,13069,1
4,7,75,19515,29557,2406,19339,8415,1
4,7,91,774132,39649,635,21328,11062,1
4,7,80,808482,230623,32273,40625,10516,1
4,7,63,359263,188151,62873,19368,16642,1
4,7,51,327040,57423,15351,5571,7667,1
4,7,30,104377,39121,6512,12621,3340,1
4,7,30,313454,214591,29512,20891,26677,1
4,7,29,696593,169084,3221,5955,7039,1
4,7,24,145351,18894,1774,7101,1658,1
4,7,35,159327,96734,8198,22630,15938,1
4,7,40,239355,26277,6491,1898,1594,1
4,7,48,12881,26553,6342,11514,5847,1
4,7,43,323256,270568,35233,30256,12882,1
4,7,44,12583,16662,1761,8833,5452,1
4,7,48,80201,19447,2624,2941,7362,1
4,7,35,146755,72675,10369,3363,1488,1
4,7,41,310081,46555,14750,5287,6948,1
4,7,40,676,7420,1856,6350,6992,1
4,7,41,349053,73324,6175,25281,29644,1
4,7,61,6590,23926,5913,7108,16030,1
4,7,64,462367,41719,25143,24645,5145,1
4,7,54,286957,249654,15772,27859,8597,1
4,7,60,19418,24289,3030,7991,8022,1
4,7,40,52713,22772,1681,946,894,1
4,7,26,284283,286602,62674,29530,12514,1
4,7,23,70197,191226,25341,16413,4458,1
4,7,14,10522,19204,10170,13194,1638,1
4,7,35,8265,12152,3833,4002,4629,1
4,7,44,9446,14875,3371,10474,4692,1
4,7,57,11756,12014,1129,5188,3653,1
4,7,60,4539,4245,3745,6587,3233,1
4,7,43,104449,229486,17237,40326,4567,1
4,7,38,196744,77943,50212,37555,12331,1
4,7,40,3129565,25258,20640,12124,4516,1
