K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,Col15
37251.216718,-289669.909109,0,2326293.190934,1088233.665989,-6.928203,2963833.380388,-799147.458003,1088233.665989,-69029.152885,-1768690.610352,-400245.764715,1
52879.511155,-206055.156373,0,1116239.195497,724191.227254,-6.928203,1040340.729109,-514590.562878,724191.227254,-386288.899307,-484998.474831,-402183.929568,1
184957.045486,-643022.130259,0,1117446.43491,1110019.401047,-6.928203,1315665.793429,-463451.762784,1110019.401047,-208301.626271,109853.590419,-761911.829741,1
94481.639502,-387988.041149,0,1989932.388206,1456216.520311,-6.928203,2508184.506491,-1071775.719216,1456216.520311,-154944.069093,-487444.130571,-845194.028722,1
15179.693278,-619327.675212,0,1562372.182256,1295260.502865,-6.928203,2181729.302332,-679480.067708,1295260.502865,-91611.631314,-922786.440799,-532827.325831,1
106181.642707,-368852.343827,0,2096489.885939,800131.262861,-6.928203,2289145.897265,-427733.411031,800131.262861,-62937.530195,-1100470.604945,-605569.995647,1
1475.707288,-461866.936296,0,1819431.03876,617159.147601,-6.928203,1331792.918499,-151746.703302,617159.147601,-155481.004843,-31064.331234,-979195.8715,1
164515.381855,-518037.343985,0,1897619.276315,688640.884429,-6.928203,1795071.476202,-174150.780498,688640.884429,-145365.828127,-794441.475958,-678851.333265,1
98763.269098,-385443.658513,0,1247625.641556,1104490.694869,-6.928203,1910592.336864,-722594.27641,1104490.694869,-87707.588794,-823430.810325,-320462.308366,1
110970.76319,-242703.619411,0,2874468.218971,1028649.386158,-6.928203,3439317.700132,-782400.258744,1028649.386158,-121513.756456,-2312185.637107,-379454.226821,1
109493.323851,-1081634.552412,0,1819462.215674,1351839.674545,-6.928203,2427942.056678,-266659.61413,1351839.674545,-126273.432075,-681187.869804,-710804.206563,1
13239.796373,-168225.434685,0,345848.977052,206682.158766,-6.928203,333274.288189,-42003.964134,206682.158766,-27013.064395,-13965.525661,-204738.797759,1
48564.972593,-52434.374098,0,139004.005511,373379.924638,-6.928203,437649.401904,-324492.790595,373379.924638,-39793.867304,-111033.117019,-90489.262391,1
41283.430998,-248156.115353,0,2571655.508335,786408.224313,-6.928203,2864325.329442,-534706.600957,786408.224313,-103711.738256,-1970800.154986,-427035.394555,1
153672.7438,-1433547.439342,0,4858466.601111,3089678.995913,-6.928203,4570111.318565,-1652586.048568,3089678.995913,-590598.148466,355290.386004,-2839598.572113,1
44714.623648,-593033.411902,0,2225508.618544,827579.072009,-6.928203,1909868.339626,-238092.900161,827579.072009,-184700.701967,-684172.193345,-909193.306061,1
29534.930371,-120819.204082,0,200843.415493,207077.06635,-6.928203,321362.974786,-89805.102322,207077.06635,-25154.573878,-120348.086262,-65901.069126,1
80623.500991,-805536.993432,0,1764521.564058,1037042.904371,-6.928203,2324810.555443,-227960.402937,1037042.904371,-110821.806821,-1495570.44671,-280822.593584,1
92777.301507,-1727322.308864,0,4079215.210735,3276742.215181,-6.928203,4279306.916177,-1545874.398314,3276742.215181,-1299122.976166,-756182.20567,-1790952.659382,1
219992.969222,-499223.808113,0,1533580.301682,792122.259927,-6.928203,1468986.930915,-296445.691868,792122.259927,-150768.094596,-289659.516804,-778298.762432,1
73345.423497,-225166.604984,0,1632224.059275,542351.873222,-6.928203,1846475.280069,-320732.508292,542351.873222,-96218.886462,-1308178.137788,-311462.572369,1
114483.362228,-98799.642165,0,342901.026578,310007.649691,-6.928203,556684.593654,-207662.499523,310007.649691,-18526.015438,-214653.056582,-99939.331597,1
576052.385784,-1072742.203566,0,4662436.554812,3753359.296154,-6.928203,5381947.780784,-2677071.584585,3753359.296154,-954588.625677,-1408067.239912,-2238218.40737,1
11843.763422,-221087.625332,0,226176.390605,325118.060936,-6.928203,359636.10148,-107577.675658,325118.060936,-65326.028258,-8828.262966,-150624.334379,1
55006.469547,-68764.149111,0,154585.534576,266954.062767,-6.928203,319953.085428,-201737.15371,266954.062767,-24278.15617,-33586.19721,-101470.464511,1
165286.144465,-817763.540082,0,1608401.432467,1296583.789682,-6.928203,2571270.993055,-475274.741597,1296583.789682,-57812.391855,-1186499.836506,-246668.283709,1
482137.126896,-885308.325425,0,4653083.480451,3277287.811186,-6.928203,4944272.398118,-2388433.977758,3277287.811186,-857346.097188,-1638875.134376,-2042096.562378,1
18309.509087,-214654.788633,0,351181.961489,348805.587781,-6.928203,532681.833563,-137698.039202,348805.587781,-47035.57173,-167387.122094,-121406.369306,1
152139.878835,-298707.750223,0,1694581.352449,634947.309394,-6.928203,1990389.649619,-339786.799226,634947.309394,-116347.048897,-1369151.522367,-242116.454187,1
222312.185253,-762580.401353,0,1289201.78914,1309501.424605,-6.928203,2298535.344692,-543375.515249,1309501.424605,-48239.347042,-875782.045983,-299551.258966,1
399061.041962,-976003.701862,0,5658788.389561,3587149.968609,-6.928203,5649461.295962,-2607600.758744,3587149.968609,-603527.907745,-865535.233406,-2884091.493258,1
42679.463949,-115510.468357,0,270241.4952,146545.354727,-6.928203,180412.144167,-34582.126424,146545.354727,-38138.026732,2778.209495,-189403.219909,1
236194.572476,-286992.15856,0,3478032.499783,1567003.686116,-6.928203,4694363.447347,-1283558.767609,1567003.686116,-89661.342105,-3208322.744181,-439282.725816,1
111268.675929,-596106.070035,0,2530869.175918,1086286.840881,-6.928203,3193896.493005,-486635.262844,1086286.840881,-108798.771477,-2155066.1122,-397055.327127,1
14388.146058,-530109.738114,0,1846373.089072,912376.815446,-6.928203,1400195.068991,-378721.569329,912376.815446,-182393.610291,322708.778263,-1209579.413517,1
101662.72215,-468569.972921,0,2725752.604582,700753.115726,-6.928203,2288489.450008,-235730.382859,700753.115726,-153574.016904,-1157557.267511,-1011398.160115,1
31878.395113,-167707.551494,0,140235.493635,214720.606564,-6.928203,271992.598567,-50560.295124,214720.606564,-35091.349361,-52034.270361,-62591.120033,1
71864.520057,-515072.073002,0,1063110.269025,1066733.719315,-6.928203,1788822.236889,-548116.138309,1066733.719315,-74055.564328,-692007.991199,-316631.011979,1
100455.482737,-519859.461435,0,1329613.998583,839320.644433,-6.928203,1357484.428127,-315915.674996,839320.644433,-86645.841649,42454.297344,-717929.863585,1
7013.07372,-127019.945973,0,386346.056984,170277.914892,-6.928203,384820.120222,-46805.208973,170277.914892,-38681.890685,-179508.013646,-146595.5842,1
112708.01015,-315849.857065,0,1342981.966715,762547.492388,-6.928203,1585588.591281,-450244.875377,762547.492388,-93712.608944,-819757.130562,-415392.549027,1
31469.631123,-472669.737182,0,2505747.511005,1065259.744077,-6.928203,3226483.296898,-589044.498892,1065259.744077,-29505.485507,-1981710.343023,-304428.71404,1
102097.466903,-611746.488827,0,1787131.7553,952366.404491,-6.928203,1744653.209245,-337074.407661,952366.404491,-165828.276367,-373601.627142,-928796.657102,1
196863.162737,-2118693.045241,0,4292508.607433,2596356.284901,-6.928203,3861030.502556,-481210.479714,2596356.284901,-1093102.460809,-1835814.507349,-1867142.110305,1
102166.748935,-292576.290364,0,1502985.356217,733187.499149,-6.928203,1512449.28183,-444158.448839,733187.499149,-40725.710638,-502407.317497,-667293.358226,1
153948.139878,-1109423.575569,0,1282337.67179,1512454.477982,-6.928203,2110249.297554,-399485.39441,1512454.477982,-133870.206917,-282289.640618,-600075.930485,1
77912.841477,-849023.593057,0,744442.365296,1044291.537001,-6.928203,1241611.961152,-191722.435941,1044291.537001,-122604.948465,27861.769291,-466668.181134,1
32779.061533,-657392.95581,0,1716677.124601,779949.406851,-6.928203,1766345.413559,-126103.691096,779949.406851,-98816.962673,-946259.193343,-620358.245442,1
21248.799307,-105689.740278,0,134084.981217,163671.873112,-6.928203,203122.794356,-61529.372888,163671.873112,-27207.054085,-78829.096354,-67208.767486,1
121958.893513,-323245.714013,0,1513429.622587,923418.639344,-6.928203,1983781.875789,-596627.417328,923418.639344,-107418.326984,-1149546.532526,-499961.661757,1
53615.632748,-535660.960952,0,2242707.883063,716724.356223,-6.928203,1633871.239593,-177517.887268,716724.356223,-125646.429683,1825.581551,-1221473.406412,1
57417.484271,-441627.922609,0,1488860.481881,717065.570232,-6.928203,1307254.954708,-278984.887677,717065.570232,-161413.278859,-396811.107963,-678394.071851,1
157717.082436,-362897.553151,0,1831224.572709,2083447.543358,-6.928203,3620623.582516,-1722983.521591,2083447.543358,-127163.70619,-1572892.658861,-384461.585705,1
48493.95851,-655709.402425,0,1820430.432076,1054209.259925,-6.928203,2125707.851012,-394954.349498,1054209.259925,-318863.62547,-1101144.372709,-521321.312316,1
35020.335278,-568886.891594,0,1340221.077728,990985.941347,-6.928203,1283264.318972,-418553.541751,990985.941347,-217736.107019,195631.674613,-855288.420828,1
14178.567911,-142520.06865,0,251195.86452,172586.738619,-6.928203,234488.50243,-33613.910022,172586.738619,-62584.19183,-76059.547113,-136948.061202,1
23789.717842,-993400.420173,0,1473478.138659,1441656.901223,-6.928203,2421247.680307,-444710.973047,1441656.901223,-97000.041376,-751242.396767,-401304.047758,1
5724.427919,-11866.280083,0,68694.867079,67375.044364,-8.660254,107911.961464,-52827.549631,67375.044364,-3251.059366,-40027.694163,-35496.64925,0
160687.549571,-182135.534721,0,1393486.836213,590133.95885,-8.660254,1528346.044142,-404452.916126,590133.95885,-101896.549009,-855205.28239,-520990.490612,0
102033.381023,-456357.282677,0,2206963.550547,682627.204025,-8.660254,2276540.031487,-222724.413345,682627.204025,-181496.407973,-1684358.788582,-459568.504874,0
38286.983101,-84033.909031,0,548978.699611,121340.551375,-8.660254,517883.191463,-40853.882398,121340.551375,-23088.237265,-509690.591143,-85698.409857,0
2024.767394,-9476.049968,0,50435.587466,62556.479017,-8.660254,82724.47862,-49534.921046,62556.479017,-9709.876827,-27958.764136,-35688.90689,0
43012.017704,-383498.565456,0,1727951.043307,514273.59758,-8.660254,1382800.082731,-127229.524121,514273.59758,-242500.969466,-924579.113385,-631091.764297,0
133215.491712,-641503.121701,0,2227604.400021,904149.57411,-8.660254,1821267.012616,-266193.692463,904149.57411,-226907.316046,-856282.617992,-929096.301891,0
46373.928322,-57336.077883,0,1129335.231653,173845.939556,-8.660254,1223425.427672,-120057.101727,173845.939556,-38979.803424,-1081625.892158,-85293.109968,0
33800.97151,-46897.007666,0,313348.775699,887447.408172,-8.660254,1078534.181467,-837004.892504,887447.408172,-31235.804264,-233270.870713,-83344.552809,0
101461.804257,-393762.698542,0,1604909.618039,485739.792576,-8.660254,1083442.813455,-88431.586031,485739.792576,-230161.839513,-539341.568918,-725483.337157,0
10575.902231,-67588.086613,0,398615.904905,110127.254447,-8.660254,329898.521165,-46086.407888,110127.254447,-34059.04708,-348909.510829,-77062.40453,0
41082.513105,-33700.512563,0,1161350.45878,690986.081222,-8.660254,1735890.764209,-660832.808713,690986.081222,-32929.749953,-1101052.574016,-167179.275997,0
50277.970842,-110795.826059,0,1649719.504482,178596.954921,-8.660254,1660780.380939,-64255.620859,178596.954921,-32437.847524,-1528008.294234,-126386.015377,0
156281.212316,-40599.270929,0,998610.429002,109316.654669,-8.660254,969366.483167,-65171.875736,109316.654669,-30872.073594,-1048689.214001,-59042.147928,0
41018.427225,-31552.769561,0,1685332.201136,144648.759092,-8.660254,1693183.587447,-116643.229585,144648.759092,-34554.413611,-1655073.273528,-64607.227173,0
81262.627739,-47636.593361,0,471039.877372,234739.649797,-8.660254,616518.288802,-185642.937606,234739.649797,-25024.670068,-394152.409974,-69446.577129,0
41236.665627,-228670.543768,0,1894582.99125,387955.132184,-8.660254,1530143.91288,-155739.080413,387955.132184,-150943.031727,-1116076.382721,-484392.257048,0
60090.038667,-675184.581705,0,2495992.600857,795750.906369,-8.660254,1940492.729955,-117020.816661,795750.906369,-244307.498458,-1050263.648186,-930104.355461,0
42012.624388,-132410.088086,0,1414889.788043,447743.794011,-8.660254,1710654.783943,-318880.945978,447743.794011,-33359.298554,-1476756.910838,-50529.118209,0
58917.44027,-53563.671224,0,425173.439937,714174.777434,-8.660254,988699.634281,-657065.598207,714174.777434,-31199.431197,-402736.453776,-125301.751572,0
20180.123959,-470802.586412,0,2619399.488845,762133.532245,-8.660254,2690716.680847,-287785.43783,762133.532245,-142244.672572,-1985997.168771,-448609.819414,0
117271.964028,-279667.315695,0,1306913.740699,763721.822835,-8.660254,827125.274697,-485542.338784,763721.822835,-80311.731845,-148940.780994,-841475.315638,0
7702.429941,-57517.943218,0,609344.134357,364958.693612,-8.660254,894980.097135,-310987.990448,364958.693612,-20006.918878,-549054.909847,-69746.221919,0
24858.39319,-40966.465701,0,281572.571583,604333.31137,-8.660254,798549.900474,-559821.337667,604333.31137,-24409.792031,-211445.298486,-77957.874798,0
122002.194784,-509380.554049,0,1176698.160986,655117.041048,-8.660254,852238.279356,-142190.978997,655117.041048,-336896.006428,-194822.806886,-707733.280481,0
4882.651227,-71833.343142,0,21042.685261,79691.657656,-8.660254,77663.426161,-11405.554568,79691.657656,-8168.351608,-9954.095991,-21473.965912,0
52171.102375,-54190.673616,0,175803.156968,413405.886751,-8.660254,470281.239119,-362762.453188,413405.886751,-25942.656996,-201737.15371,-146936.798209,0
27158.556663,-24304.136932,0,735666.063854,131838.51132,-8.660254,764903.081486,-103988.866385,131838.51132,-14287.687112,-653192.732601,-66678.759939,0
16043.986631,-664080.403978,0,2636127.635545,917065.476982,-8.660254,2903859.389125,-249439.565001,917065.476982,-118250.572734,-2394433.801755,-321617.586254,0
2949.682525,-205469.7232,0,568640.940379,431207.904951,-8.660254,868105.596804,-229285.421804,431207.904951,-25209.999504,-369759.938451,-112266.337194,0
13851.210308,-20128.162435,0,964902.988236,243337.550006,-8.660254,1102588.903082,-222677.647973,243337.550006,-17569.923392,-906281.728654,-70511.788376,0
102930.583341,-706817.025604,0,1146066.842454,953691.423359,-8.660254,1325862.376533,-243328.889752,953691.423359,-209044.676067,-480947.207992,-446775.577609,0
78536.379768,-597898.74262,0,1991773.558215,772733.683187,-8.660254,2395997.843634,-171289.432564,772733.683187,-51237.52699,-1704421.133087,-303231.866932,0
245469.70455,-244775.152176,0,2088477.418903,1112650.386223,-8.660254,2639200.293677,-871422.474101,1112650.386223,-160779.348263,-2183468.281342,-249836.204636,0
21809.983769,-174992.55719,0,3270480.851512,1490223.605867,-8.660254,4402372.590157,-1311685.540674,1490223.605867,-116004.102837,-3156394.128919,-338673.090556,0
8649.861733,-70681.529355,0,108826.48429,119923.733814,-8.660254,136715.966394,-45696.696456,119923.733814,-29017.047179,-55049.770817,-57838.372617,0
25937.460843,-404357.653332,0,2707155.575062,953717.404121,-8.660254,2715462.490735,-552906.990843,953717.404121,-215579.703764,-2921034.404933,-375766.690651,0
27967.42439,-33293.480623,0,199010.905739,604078.699902,-8.660254,751382.692882,-574332.459333,604078.699902,-17296.259364,-157391.456884,-148769.307964,0
6933.399383,-9747.981945,0,76185.986822,100323.846876,-8.660254,154989.102414,-87030.356928,100323.846876,-3443.317005,-67539.58919,-18385.719322,0
24752.738091,-292647.304447,0,2312047.073042,403997.386764,-8.660254,1799332.321189,-107804.574314,403997.386764,-158596.964246,-1145715.23614,-697358.296143,0
14143.926895,-123779.278912,0,436116.536939,218593.472169,-8.660254,359849.14373,-98361.433311,218593.472169,-33064.849916,27236.498949,-276201.482029,0
3531.651597,-7920.668343,0,94914.652204,135638.630792,-8.660254,217867.742881,-128294.735367,135638.630792,-3987.180959,-95385.770024,-33270.963963,0
51301.612869,-244404.493304,0,544963.805839,563124.358557,-8.660254,662230.573715,-315174.35725,563124.358557,-77547.378756,-302211.689006,-324927.535347,0
56012.791066,-83283.931031,0,616376.260635,175214.259694,-8.660254,681593.169693,-88384.820659,175214.259694,-27892.946205,-553440.462492,-86753.228799,0
369946.999938,-136196.351152,0,2306168.492601,734290.815513,-8.660254,2329173.591427,-601641.704416,734290.815513,-113807.862413,-2169326.086499,-361685.117586,0
10782.016277,-11869.744184,0,46131.441209,95927.901926,-8.660254,115971.193872,-80512.649739,95927.901926,-6971.5045,-38971.14317,-32150.32709,0
14774.393389,-44863.580018,0,298406.373382,155015.083176,-8.660254,330243.199276,-106605.995155,155015.083176,-28802.272879,-182831.819145,-92657.790002,0
20749.968675,-151218.427806,0,469177.922754,225561.512568,-8.660254,428459.140319,-77890.324816,225561.512568,-45442.084987,-175794.496714,-182383.217986,0
15877.709753,-17564.72724,0,45002.144082,191112.754056,-8.660254,219906.366681,-177095.266871,191112.754056,-4111.888617,-46233.632206,-24065.11392,0
11114.570032,-5764.265088,0,94964.881677,105568.496721,-8.660254,168150.9565,-96258.723631,105568.496721,-5459.424145,-97606.259159,-13707.450091,0
27089.27463,-293353.981176,0,2342193.417348,403690.813771,-8.660254,1749830.309109,-106791.324591,403690.813771,-160394.832984,-1088864.132483,-750031.693252,0
19147.821678,-130416.497607,0,425918.221784,174265.095851,-8.660254,286262.96517,-47395.838298,174265.095851,-40535.18505,28646.388306,-301965.737792,0
21610.797926,-61205.479387,0,895908.476367,208590.878756,-8.660254,970468.067481,-149030.847636,208590.878756,-34291.141888,-766929.580931,-142215.227708,0
77580.287722,-468367.322976,0,1583158.523998,785240.822069,-8.660254,1727116.194818,-313327.991089,785240.822069,-197772.489411,-1202621.765423,-329661.230205,0
312945.207861,-350567.083452,0,1987412.254281,616090.472252,-8.660254,1350050.466061,-261977.880797,616090.472252,-133284.773744,-1133021.035771,-732768.342853,0
42731.425474,-462625.574549,0,1826731.632914,580917.716503,-8.660254,1730450.392623,-121839.382008,580917.716503,-161108.437917,-974586.884301,-559736.467177,0
21084.254481,-56359.201227,0,176009.271014,1553765.621793,-8.660254,1644292.989302,-1494124.184286,1553765.621793,-29791.27389,-127217.399765,-88890.579495,0
83990.607761,-245720.851917,0,2992568.103285,846685.324467,-8.660254,3379759.401063,-597418.964547,846685.324467,-174355.162493,-2733503.531946,-257088.301367,0
34142.185519,-75763.366425,0,1325119.326737,177947.435868,-8.660254,1332151.453016,-98771.929352,177947.435868,-47619.272852,-1355151.355689,-75900.198438,0
27764.774445,-65530.410254,0,403630.191993,206120.974304,-8.660254,524215.569216,-144137.804104,206120.974304,-22315.742605,-399830.072521,-76163.470161,0
1544.98932,-4920.756344,0,29418.882967,86914.309524,-8.660254,90326.449615,-78448.045176,86914.309524,-9552.260204,-19471.715179,-44103.209713,0
82722.746569,-282783.275098,0,2398689.450589,533149.487281,-8.660254,1909437.058975,-246820.70418,533149.487281,-141865.353445,-1570970.082465,-660521.039568,0
215273.130771,-664600.01922,0,2682194.990874,1033708.706567,-8.660254,2378699.852219,-372621.286385,1033708.706567,-237446.84521,-1274245.530417,-1004075.0493,0
17874.764334,-43282.21763,0,879630.662878,640974.846205,-8.660254,1433369.038108,-601239.868628,640974.846205,-14637.561375,-906316.36967,-40240.736412,0
10302.238203,-151320.618803,0,1827970.049241,533371.189784,-8.660254,1934063.357357,-378505.062978,533371.189784,-141340.54205,-1326097.935443,-438965.760518,0
31828.16564,-632706.035649,0,1939001.43421,744452.757601,-8.660254,1351685.522024,-108201.213949,744452.757601,-249210.934295,-243254.411567,-1040028.959964,0
6820.81608,-183990.561136,0,370747.207411,213845.920906,-8.660254,336050.765634,-33402.599824,213845.920906,-50113.426015,-100254.564844,-196362.600054,0
83022.391359,-269152.035242,0,1159907.660457,1176696.428935,-8.660254,1906625.940515,-911091.633747,1176696.428935,-188149.215125,-831557.592714,-299383.250037,0
150168.805016,-267286.616522,0,2570034.308779,2466242.896186,-8.660254,4598366.263389,-2195410.771661,2466242.896186,-91208.063476,-2344895.416608,-450399.027899,0
79346.979546,-428855.779954,0,1365895.266849,651526.499724,-8.660254,980423.895523,-219125.211767,651526.499724,-227080.521126,-69193.697712,-808625.240022,0
50577.615632,-616942.64125,0,2864211.014089,1159448.666993,-8.660254,3212872.841652,-546053.265797,1159448.666993,-196057.759112,-2512310.251515,-382369.26833,0
184891.227556,-94360.395946,0,2513174.544868,1413601.142242,-8.660254,3411797.144851,-1321523.589261,1413601.142242,-49974.861951,-2565673.004845,-360604.317882,0
34124.865011,-119679.514651,0,926148.351417,242466.32845,-8.660254,1061376.486167,-119241.305796,242466.32845,-26974.959277,-820581.586746,-79350.443647,0
50264.114436,-457791.420745,0,1023139.732539,851408.627019,-8.660254,882810.708161,-390071.698271,851408.627019,-130629.539856,-29392.902204,-718594.971095,0
4177.706548,-731204.300974,0,1411231.696737,1105879.799617,-8.660254,1427604.773021,-378222.738696,1105879.799617,-424743.891337,-251531.882377,-675773.478979,0
24106.68314,-35714.887652,0,892319.667094,303533.243772,-8.660254,1094974.807732,-267778.518952,303533.243772,-18818.732024,-828181.82569,-82880.363193,0
303858.869324,-179599.812338,0,1469206.901368,344295.327478,-8.660254,1010255.006582,-161150.007136,344295.327478,-208781.404344,-723933.151684,-546593.665649,0
421413.157634,-193884.035348,0,1735658.669401,635558.723329,-8.660254,1450769.220521,-438129.179978,635558.723329,-342409.124148,-1301440.460147,-444170.573195,0
11739.840374,-357027.632964,0,972877.350154,791838.203595,-8.660254,1052558.615506,-438357.810684,791838.203595,-152512.269759,-559947.777376,-380301.199665,0
10161.942088,-57651.31113,0,832205.379716,357484.894377,-8.660254,1083316.373746,-299644.789709,357484.894377,-21848.088887,-738529.143839,-89491.601125,0
332261.038467,-282168.397061,0,1017557.332786,479800.590357,-8.660254,751947.341446,-194086.685293,479800.590357,-313480.41156,-573400.615998,-474540.352054,0
78915.698894,-117701.512628,0,387847.745034,158409.902759,-8.660254,276320.993535,-37162.882127,158409.902759,-61344.043452,-344432.159492,-96217.154411,0
39438.796888,-130953.433357,0,321356.046582,285362.29875,-8.660254,396596.333663,-157956.105447,285362.29875,-77720.583837,-97774.268087,-129796.423418,0
245213.361031,-375799.599617,0,1714189.899641,805299.702471,-8.660254,2057913.650352,-433047.342908,805299.702471,-33606.981819,-1277513.910291,-325781.436396,0
34938.92889,-450871.877769,0,2751120.22071,776126.770719,-8.660254,2816773.606571,-321709.384947,776126.770719,-255283.504426,-2263250.005641,-591045.017575,0
64785.628406,-310487.427765,0,851850.299975,673494.100117,-8.660254,736265.353434,-359461.164349,673494.100117,-208280.841661,-30009.512292,-653887.284975,0
26498.645305,-61059.987119,0,798083.978807,108537.231805,-8.660254,831027.585167,-51024.48474,108537.231805,-16366.148081,-714469.226071,-75964.284318,0
13127.213071,-44212.328914,0,1915468.059887,141913.850867,-8.660254,1971766.639336,-97935.348812,141913.850867,-31263.517077,-1836801.776309,-64276.405469,0
23238.925685,-31460.970869,0,2596699.230961,68187.376192,-8.660254,2587148.702808,-33180.897321,68187.376192,-17654.793882,-2540097.542621,-45279.272211,0
87127.351773,-205182.202766,0,3157561.531163,517581.814623,-8.660254,2705794.183127,-308854.103853,517581.814623,-116373.029659,-3129400.117083,-363237.035109,0
22733.166849,-58207.299439,0,1110263.620211,299111.318061,-8.660254,1334593.644654,-244451.258675,299111.318061,-36102.867033,-1073369.205959,-41406.406606,0
9405.035885,-11509.477616,0,70790.648556,85007.321585,-8.660254,137209.600874,-74968.355104,85007.321585,-5558.151041,-62618.832846,-23183.500059,0
31324.138855,-47728.392053,0,821554.9993,342341.574167,-8.660254,1070036.740205,-291067.67411,342341.574167,-22222.211861,-768230.351087,-81039.193185,0
141250.475408,-17003.542778,0,1596632.14723,70993.298501,-8.660254,1581946.088433,-50444.24772,70993.298501,-52184.958781,-1568437.824184,-61945.065082,0
40672.017063,-124984.786274,0,3733809.638689,615653.995449,-8.660254,3514344.944964,-494216.449228,615653.995449,-126245.719262,-3900380.964853,-450314.157409,0
4818.565347,-22095.772152,0,29252.606089,131218.437131,-8.660254,151117.968859,-112669.905032,131218.437131,-3940.415587,-28975.47796,-34254.768821,0
4335.323171,-19295.045996,0,83129.778509,78250.591384,-8.660254,135453.301355,-55410.037385,78250.591384,-10220.831815,-73089.079978,-20285.779058,0
323198.948642,-183602.581755,0,2714963.660102,1144838.818431,-8.660254,3315214.527719,-957690.728673,1144838.818431,-226962.741671,-2458944.034083,-436779.912399,0
49268.185221,-83088.20929,0,2272545.922325,394457.250916,-8.660254,1741171.787122,-312541.640023,394457.250916,-84716.337049,-2765300.520672,-308521.550098,0
19579.102329,-36425.028483,0,2669829.880158,264629.650584,-8.660254,2861134.891854,-231751.862154,264629.650584,-20872.944282,-2648537.779581,-63479.662097,0
9072.48213,-7293.665951,0,52231.724153,39159.936708,-8.660254,69081.114409,-28507.824242,39159.936708,-7515.368454,-51183.833414,-33619.106175,0
29959.282819,-25811.021134,0,1167901.074934,74481.648827,-8.660254,1051074.247963,-45125.11969,74481.648827,-43476.207321,-1097879.456936,-117478.078074,0
21534.587691,-26337.56458,0,1280709.544031,136057.787087,-8.660254,1308836.317095,-106174.714504,136057.787087,-20561.175137,-1253389.906643,-65204.784702,0
297221.65063,-118740.743113,0,4148218.382857,594836.476793,-8.660254,4301129.024302,-479642.973734,594836.476793,-153279.568267,-4191715.374788,-145388.344787,0
9753.178097,-6718.625083,0,26017.13518,118952.053311,-8.660254,135576.276962,-111642.798903,118952.053311,-3043.213269,-22230.872115,-27229.570746,0
170515.205853,-180064.001955,0,3218567.824708,730800.733136,-8.660254,3409807.018473,-547191.223178,730800.733136,-109813.753251,-2998188.608156,-390459.677652,0
5842.207374,-32533.110319,0,1047703.677092,244773.420126,-8.660254,1160823.915334,-208694.801804,244773.420126,-34550.949509,-980545.139079,-80471.08052,0
364402.705303,-239930.606068,0,2783442.02083,360119.343656,-8.660254,2396250.723052,-123735.977642,360119.343656,-196541.001287,-2962972.551136,-347118.570294,0
40829.633687,-21796.127362,0,1703908.446047,339663.823618,-8.660254,1989281.137103,-319734.847026,339663.823618,-10619.203501,-1677309.341796,-63067.434005,0
64841.054032,-105500.94674,0,3955938.226557,474581.921274,-8.660254,3931755.333181,-365535.466531,474581.921274,-99857.925209,-4103834.580913,-278389.062199,0
611339.456887,-164475.544687,0,2565912.027857,694697.866103,-8.660254,2641334.180272,-533769.56147,694697.866103,-187314.366635,-2473467.280104,-411119.579685,0
6321.985448,-9273.400024,0,46299.450137,141756.234244,-8.660254,174784.711093,-136030.074274,141756.234244,-3902.310469,-52373.752319,-14393.342211,0
7002.681415,-2937.55817,0,48656.771286,132018.644604,-8.660254,163143.597616,-125535.578431,132018.644604,-4688.661536,-39405.887923,-25546.017361,0
342057.517834,-278231.445575,0,1822243.889271,450130.560023,-8.660254,1774938.117615,-168353.606445,450130.560023,-93927.383244,-1762110.549334,-311710.255635,0
81719.889152,-169642.252246,0,2956764.881042,704660.622348,-8.660254,3249557.677757,-532079.079882,704660.622348,-137673.79049,-2864470.82171,-678617.506405,0
2514.937773,-36781.83095,0,862694.670081,223690.897696,-8.660254,1000196.987542,-190456.3068,223690.897696,-37356.871818,-867343.494449,-114753.562154,0
1080.799704,-7849.65426,0,59132.21457,86363.517367,-8.660254,125703.587359,-76080.331722,86363.517367,-5596.256159,-56373.057634,-23891.90884,0
104529.266237,-180308.221119,0,1758755.56692,597486.514528,-8.660254,1728798.016152,-413632.785406,597486.514528,-147991.617151,-1540598.571554,-532501.700279,0
284428.723365,-177213.046326,0,3263564.772637,497661.498285,-8.660254,3269363.678741,-316902.943956,497661.498285,-184179.354674,-3026285.936356,-439466.323201,0
94192.387017,-43457.154762,0,903500.055057,309236.887082,-8.660254,1116623.710776,-269326.972374,309236.887082,-18139.768108,-855425.252842,-125019.42729,0
14615.044714,-6914.346824,0,87667.751625,113449.327896,-8.660254,186443.145079,-106938.54891,113449.327896,-2599.808262,-87967.396415,-37024.318063,0
35688.90689,-79575.610252,0,1388379.018382,230877.176497,-8.660254,1525670.025644,-147756.058241,230877.176497,-18198.657835,-1390038.323056,-94796.872749,0
103121.10893,-121943.305056,0,3896052.569885,441757.82642,-8.660254,3896892.614527,-316269.01336,441757.82642,-149919.3897,-3690038.982731,-299843.975552,0
